End_year,Name,Release_season,Release_year,Tags
,Zhu Zhu Xia: Bai Bian Lian Meng,,2015,"Animal Protagonists, Anthropomorphic, Chinese Animation, Family Friendly, Non-Human Protagonists, Pigs, CG Animation"
2012,Tamagotchi!,Fall ,2009,"Adventure, Comedy, Slice of Life, Family Friendly"
,Mado King Granzort: Bouken-hen,,1992,"Action, Adventure, Mecha, Sci Fi, Robots, Original Work"
,After School Midnighters: Short Movies Season 2,,2018,"Fantasy, Family Friendly"
1968,Oraa Guzura Dado,,1967,"Comedy, Animal Protagonists, Dragons, Family Friendly, Non-Human Protagonists, Original Work"
1978,Manga Ijin Monogatari,,1977,"Historical, Original Work"
,Zhu Zhu Xia: Wu Xia 2008,,2007,"Animal Protagonists, Anthropomorphic, Chinese Animation, Family Friendly, Non-Human Protagonists, Pigs, CG Animation"
,Game Tengoku,,1997,"Comedy, Based on a Video Game"
1978,Shin Don Chuck Monogatari,,1976,"Adventure, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists"
,Kyuukyoku Choujin R,,1991,"Adventure, Comedy, Shounen, Androids, Non-Human Protagonists, Robots, School Club, School Life, Based on a Manga"
,"Touhokutou, Juunana no Sora",,2015,Slice of Life
,Hiyokoi (2012),,2012,"Romance, Shoujo, Short Episodes, Based on a Manga"
,Kaitei Sanman Mile,,1970,"Adventure, Ocean, Based on a Novel"
,The Whale Hunt,,2001,"Fantasy, Family Friendly, Ghibli Museum Shorts, Shorts"
2009,Tytania,Fall ,2008,"Sci Fi, Outer Space, Political, Space Opera, Based on a Light Novel"
,Muromi-san OVA,,2013,"Comedy, Fantasy, Shounen, Fishing, Mermaids, Based on a Manga"
,Tokyo 7th Sisters: TRIGGER / Fire and Rose,,2016,Idols
,Junkers Come Here Pilot Film,,1993,"Animal Protagonists, Dogs, Non-Human Protagonists, Pets, Based on a Novel"
,Super Dimensional Fortress Macross II: The Movie,,2000,"Mecha, Sci Fi, Music, Real Robot, Transforming Mecha, War, Original Work"
,Osiris no Tenbin -Season 2-,,2016,"Drama, Assassins, Psychic Powers, Short Episodes, Supernatural, Superpowers, Original Work"
,Puka Puka Juju,,2012,"Fantasy, Anime Tamago, Family Friendly, Shorts, Original Work"
,Crayon Shin-chan Movie 7: Bakuhatsu! Onsen Wakuwaku Daikessen,,1999,"Comedy, Crude"
,Kantai Collection: Kan Colle,Winter,2015,"Action, Comedy, Slice of Life, Anthropomorphic, Boarding School, Military, Military School, Non-Human Protagonists, Ocean, School Life, War, Based on a Video Game"
,GA: Geijutsuka Art Design Class,Summer,2009,"Comedy, Seinen, Slice of Life, Art, Art School, School Life, Based on a 4-Koma Manga, Based on a Manga"
,Macross 7 Encore,,1995,"Drama, Mecha, Romance, Sci Fi, Aliens, Idols, Military, Music, Outer Space, Real Robot, Rock Music, Space Opera, Transforming Mecha, Original Work"
,Hello Kitty no Mahou no Mori no Ohime-sama,,1991,"Fantasy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Sanrio Characters, Based on a Fairy Tale"
,Thermae Romae,,2012,"Comedy, Seinen, Gag, Historical, Italy, noitaminA, Time Travel, Based on a Manga"
,Negai Goto no Mochigusare,,2017,"Drama, Slice of Life, Minna no Uta"
,Hachioji-P: RAD DOGS,,2021,Vocaloid
1982,Tiger Mask II,,1981,"Shounen, Sports, Hand to Hand Combat, Wrestling, Based on a Manga"
2013,Tiger & Bunny Recaps,,2012,"Action, Comedy, Sci Fi, Superheroes, Superpowers, Original Work"
,Mahou no LumiTear,Spring,2019,"Fantasy, Family Friendly, Magic, Short Episodes"
,Blood-C: Special Edition,,2012,"Action, Horror, Supernatural, Vampires"
,Zenryoku Yobikou 5.5 Seminar,,2015,"Comedy, Short Episodes"
,Zhi Duoduo Qihuan Xingkong Zhi Lu,,2014,"Animal Protagonists, Anthropomorphic, Chinese Animation, Educational, Family Friendly, Non-Human Protagonists, Outer Space"
2010,Uchi no 3 Shimai,Spring,2008,"Comedy, Slice of Life, Family Friendly, Family Life"
,Kumo no Ito (2000),,2000,"Family Friendly, Based on a Novel"
1964,Otogi Manga Calendar,,1962,"Black and White, Family Friendly, Short Episodes"
1962,Instant History,,1961,"Black and White, Family Friendly, Short Episodes"
,Redo of Healer,Winter,2021,"Action, Adventure, Drama, Ecchi, Fantasy, Seinen, Borderline H, Dark Fantasy, Magic, Revenge, Time Travel, Based on a Light Novel, Cannibalism,, Drug Use,, Emotional Abuse,, Explicit Sex,, Mature Themes,, Physical Abuse,, Sexual Abuse,, Violence"
,Aimer: We Two,,2019,"Dancing, Social Media"
1999,Chousoku Spinner,Fall ,1998,"Shounen, Sports, Tournaments, Based on a Manga"
2020,Golden Douga Gekijou,,2018,"Comedy, Short Episodes"
,rerulili: Tengoku to Jigoku,,2017,Vocaloid
,Ultra Nyan 2: Happy Daisakusen,,1998,"Comedy, Aliens, Non-Human Protagonists, Superpowers"
2020,Aihime Megohime,,2019,"Action, Drama, Fantasy, Sci Fi, Historical, Promotional, Virtual Reality"
,Kanamemo,Summer,2009,"Comedy, GL, Seinen, Shoujo-ai, Slice of Life, Coming of Age, Lifestyle Change, Based on a 4-Koma Manga, Based on a Manga"
,Mudazumo Naki Kaikaku,,2010,"Comedy, Seinen, Board Games, Historical, Mahjong, Parody, Political, Satire, Short Episodes, Based on a Manga"
,Fuma no Kojirou: Fuma Hanran-hen,,1992,"Action, Shounen, Martial Arts, Based on a Manga"
,Ramen Fighter Miki,Summer,2006,"Action, Comedy, Shounen, Food and Beverage, Overpowered Main Characters, Restaurants, Based on a Manga"
,Jin: Additional Memory,,2018,
,.hack//Legend Of The Twilight,Winter,2003,"Sci Fi, MMORPG, RPG, Siblings, Virtual Reality"
,C³ Special,,2012,"Ecchi, Fantasy, Based on a Light Novel"
1999,Hatsumei Boy Kanipan,Summer,1998,"Adventure, Sci Fi, Original Work"
1993,Here is Greenwood,,1991,"Comedy, Romance, Slice of Life, Boarding School, Transfer Students, Based on a Manga"
,Haha no Supporter,,2016,"Black and White, Family Life, No Dialogue, Promotional, Shorts"
2018,Duel Masters (2017),Spring,2017,"Shounen, Card Battles"
2001,Gregory Horror Show,,1999,"Horror, Short Episodes, Supernatural, CG Animation, Original Work"
2008,Mameushi-kun,Fall ,2007,"Comedy, Fantasy, Animal Protagonists, Family Friendly, Non-Human Protagonists"
,Porong Porong Rescue Mission,,2013,"Adventure, Fantasy, Animal Protagonists, Anthropomorphic, Birds, Family Friendly, Korean Animation, Non-Human Protagonists, Penguins, Pirates, CG Animation"
1990,Komatsu Sakyo Anime Gekijou,,1989,"Comedy, Sci Fi, Parody, Short Episodes, Original Work"
1990,Komatsu Sakyo Anime Gekijou,,1989,"Comedy, Sci Fi, Parody, Short Episodes, Original Work"
,Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi,,2004,"Drama, Ocean, World War 2"
,Sango Shou Densetsu: Aoi Umi no Elfie,,1986,"Adventure, Sci Fi, Environmental, Ocean, Post-apocalyptic"
,ViVid Strike! Specials,,2017,"Fantasy, Magical Girl, Henshin Heroes, Magic"
,Comedy Skit 1989,,2015,"Comedy, Japan Animator's Exhibition, Shorts"
,Jataka Monogatari: Kiniro no Shika,,1969,"Family Friendly, Shorts"
,Believe in It,,1998,"Abstract, Shorts, Stop Motion Animation"
,Kenketsu,,2019,"Promotional, Shorts"
,Bucket de Gohan,Winter,1996,"Comedy, Seinen, Animal Protagonists, Birds, Non-Human Protagonists, Penguins, Zoo, Based on a Manga"
,I Wanna Be Your Friend,,2015,"Comedy, No Dialogue, Non-Human Protagonists, Shorts, Stop Motion Animation"
,Argonavis Movie: Ryuusei no Obligato,,2021,"Music, Recap, Showbiz"
,"Natsuiro Egao de 1, 2, Jump!",,2011,Idols
,Utata-P: Shiawase ni Nareru Kakushi Command ga Arurashii,,2013,Vocaloid
,IGPX: Immortal Grand Prix (2003),Summer,2003,"Action, Mecha, Short Episodes"
,Vatican Miracle Examiner OVA,,2018,"Mystery, Christianity, Religion, Supernatural, Based on a Novel"
,Yamato Takeru: After War,,1995,Sci Fi
,Blue Archive PV,,2021,"Animal Characteristics, Promotional, Based on a Mobile Game"
,A Jewish Girl in Shanghai,,2010,"Chinese Animation, Family Friendly, Historical, War, World War 2, Based on a Comic Book"
1967,Uchuu Shounen Soran,,1965,"Adventure, Sci Fi, Shounen, Outer Space"
,OSTER project: Alice in Musicland,,2011,"Adventure, Fantasy, Alice in Wonderland, Person in a Strange World, Vocaloid, Based on a Novel"
,Mafumafu: Neko ga Marukumatta,,2017,"Animal Characteristics, Animal Protagonists, Cats, Non-Human Protagonists, Vocaloid"
1995,Blue Seed,,1994,"Action, Seinen, Superpowers, Based on a Manga"
1986,Manga Doushite Monogatari,,1984,"Adventure, Family Friendly"
,dwarf Movie Lab,,2014,"Episodic, Short Episodes"
,Kazaguruma (1996),,1996,"Family Friendly, Minna no Uta"
,Laughing Under the Clouds x Mameshiba,,2018,"Commercials, Food Protagonists, Non-Human Protagonists, Promotional"
,Mobile Suit Gundam AGE: Memory of Eden,,2013,"Mecha, Sci Fi, Recap"
,Puss in Boots Travels Around the World in 80 Days,,1976,"Adventure, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Based on a Fairy Tale"
2006,Beet the Vandel Buster Excellion,Fall ,2005,"Action, Adventure, Fantasy, Shounen, Magic, Monsters, Superpowers, Based on a Manga"
,Wangpai Yushi Episode 0,,2014,"Chinese Animation, Supernatural"
,Mizu no Kotoba,,2002,"Drama, Shorts, Original Work"
2018,Stone Age,,2017,"Adventure, Dinosaurs, Jungle, Korean Animation, Prehistoric, Short Episodes, Based on a Mobile Game, CG Animation"
1988,Metal Armor Dragonar,,1987,"Action, Mecha, Sci Fi, Original Work"
,Futakoi Alternative,Spring,2005,"Action, Comedy, Drama, Romance, Detectives, Original Work"
,Banner of the Stars II Recap,,2005,Recap
,Lamune Specials,,2006,"Based on an Eroge, Based on a Visual Novel"
,Walking Meat,,2019,"Comedy, Horror, Shorts, Supernatural, Zombies, CG Animation, Original Work"
,Takuhai Uupaaruupaa,,2020,"Comedy, Animal Protagonists, No Dialogue, Non-Human Protagonists, Shorts, Slapstick"
,Backstage Idol Story,,2012,"Idols, CG Animation"
,yama: Masshiro,,2020,Romance
2000,Orphen Revenge,Fall ,1999,"Adventure, Fantasy, Magic"
,mothy: Nemesis no Juukou,,2014,Vocaloid
,Zhu Zhu Xia Movie 3: Zhong Ji Jue Zhan,,2015,"Sci Fi, Animal Protagonists, Anthropomorphic, Chinese Animation, Family Friendly, Non-Human Protagonists, Pigs, Superheroes, Superpowers, CG Animation"
,Tansu Warashi.,,2011,"Comedy, Fantasy, Slice of Life, Anime Tamago, Shorts, Original Work"
,Juni Taisen: Zodiac War,Fall ,2017,"Action, Fantasy, Battle Royale, Contemporary Fantasy, High Stakes Games, PVP, Tournaments, Urban Fantasy, Based on a Light Novel, Animal Abuse,, Explicit Violence,, Mature Themes"
,Monmon the Water Spider,,2006,"Fantasy, Romance, Animal Protagonists, Family Friendly, Ghibli Museum Shorts, Insects, No Dialogue, Non-Human Protagonists, Shorts, Original Work"
,To Heart 2 AD Plus,,2009,"Harem, Slice of Life, Based on an Eroge, Based on a Visual Novel"
,Monster Musume: Hobo Mainichi OO! Namappoi Douga,Summer,2015,"Comedy, Ecchi, Fantasy, Seinen, Slice of Life, Monster Girls, Monsters, Promotional, Short Episodes, Based on a Manga"
,Attack No. 1: Namida no Sekai Senshuken,,1970,"Sports, Volleyball, Based on a Manga"
,Hanasakeru Seishounen Recaps,,2009,Recap
,(K)NoW_NAME: Harvest,,2016,
,Ninja Tamamaru,,2008,"Comedy, Family Friendly, Ninja, Short Episodes"
,Huoli Shaonian Wang Zhi Chuanqi Zaixian: Xuji,,2015,"Chinese Animation, Family Friendly, Proxy Battles"
,Mermaid Forest,,1991,"Horror, Curse, Mermaids, Based on a Manga, Nudity"
1997,Ijiwaru Baa-san (1996),,1996,"Comedy, Based on a 4-Koma Manga, Based on a Manga"
,"Taisetsu na Kazoku wo Tsutsumu, Sono Te.",,2017,"Slice of Life, Commercials, Family Life, Promotional"
,Aikatsu! Dai Starmiya Ichigo Matsuri Zenyasai!!,,2014,"Idols, Music, Recap, Showbiz"
1988,Hiatari Ryoukou!,,1987,"Drama, Romance, Boarding House, School Life, Based on a Manga, Nudity"
2016,Fate/kaleid Liner Prisma Illya 2wei Herz! Specials,,2015,"Fantasy, Magical Girl, Shounen, Henshin Heroes, Magic, Based on a Manga"
2014,Yu-Gi-Oh! Zexal II,Fall ,2012,"Shounen, Card Battles, High Stakes Games, Based on a Manga"
,The Girl Who Leapt Through Space,Winter,2009,"Comedy, Sci Fi, Outer Space, Original Work"
1991,Mitsume ga Tooru,,1990,"Adventure, Drama, Shounen, Supernatural, Based on a Manga"
,Kenshi Yonezu: Musunde Hiraite Rasetsu to Mukuro,,2013,Vocaloid
,Locke the Superman,,1984,"Action, Sci Fi, Outer Space, Overpowered Main Characters, Psychic Powers, Superpowers, Based on a Manga"
,Spriggan,,1998,"Action, Sci Fi, Shounen, Psychic Powers, Superpowers, Based on a Manga, Violence"
,Maria Holic Alive,Spring,2011,"Comedy, GL, Seinen, Shoujo-ai, Chibi, Crossdressing, LGBT Themes, School Life, Based on a Manga"
,Kung Fu Cooking Girls,,2011,"Action, Comedy, Ecchi, Chinese Animation, Cooking, Food and Beverage, Hand to Hand Combat, Original Work"
2017,Amanchu! Upyopyo Dive Tsukkome! Umi no Sekai!,,2016,"Comedy, Chibi, Educational, Ocean"
2010,Gokyoudai Monogatari,Fall ,2009,"Comedy, Slice of Life, Siblings, Based on a Manga"
,Gag Manga Biyori +,,2010,"Comedy, Shounen, Crude, Episodic, Gag, Short Episodes, Based on a Manga"
2012,The Everyday Tales of a Cat God Specials,,2011,Comedy
,Sarazanmai: Houkago Kappa,,2019,Dancing
,Kaseifu ga Ita.,,2014,"Comedy, Shoujo, Shorts, Based on a Manga"
,"Fuyu no Chikai, Natsu no Matsuri: Takeoshi no Dai-Kusunoki",,2016,"Slice of Life, Countryside, Original Work"
,Zdravstvuite!,,2015,"Slice of Life, Shorts"
,Toyota: HOPE - The Hydrogen Society and Energy Sources of the Future,,2014,"Educational, Promotional"
,Anime Douyou,,1988,"Animal Protagonists, Family Friendly, Non-Human Protagonists"
,Pokemon: Black & White: Adventures in Unova and Beyond,Spring,2013,"Adventure, Fantasy, Shounen, Elemental Powers, Family Friendly, Island, Monsters, Proxy Battles, Based on a Video Game"
,Shouwa Monogatari,,2011,"Drama, Slice of Life, Family Life, Historical, Recap, Original Work"
,Zenki,Winter,1995,"Action, Comedy, Fantasy, Shounen, Based on a Manga, Violence"
2021,Rick and Morty: Samurai & Shogun,Winter,2020,"Action, Sci Fi, Samurai, Short Episodes, Based on a Cartoon, CG Animation, Explicit Violence"
,ACCA: 13-Territory Inspection Dept. Specials,,2017,"Seinen, Based on a Manga"
,Working Boys,,2018,"Family Friendly, Stop Motion Animation, Original Work"
,Da Capo,Summer,2003,"Drama, Fantasy, Harem, Romance, Island, Magic, School Life, Based on an Eroge, Based on a Visual Novel"
,Train Heroes Movie,,2014,"Anthropomorphic, Family Friendly, Non-Human Protagonists, Robots, Trains, CG Animation, Original Work"
1979,Shin Ace wo Nerae!,,1978,"Shoujo, Sports, Tennis, Based on a Manga"
,Mameneko,Winter,2018,"Slice of Life, Animal Protagonists, Cats, Dogs, Non-Human Protagonists, Pets, Short Episodes, Based on a Manga"
,CalorieMate: Natsu ga Hajimaru.,,2021,"Sports, No Dialogue, Promotional, School Life, Shorts"
,Zoku Attacker You! Kin Medal e no Michi,,2008,"Romance, Shoujo, Sports, Volleyball, Based on a Manga"
2001,Hero Hero-kun,Spring,2000,"Comedy, School Life, Based on a Manga"
,Justeen,,2011,"Action, Mecha, Sci Fi, Original Work"
1991,Karakuri Kengo Den Musashi Lord,,1990,"Action, Adventure, Comedy, Mecha, Sci Fi, Samurai, Original Work"
,Lu Ling,,1982,"Ancient China, Animal Protagonists, Chinese Animation, Family Friendly, No Dialogue, Non-Human Protagonists, Shorts"
,Kogepan,Fall ,2001,"Anthropomorphic, Family Friendly, Food and Beverage, Food Protagonists, Non-Human Protagonists, San-X Characters, Short Episodes"
2018,Mochi Mochi Panda,,2014,"Animal Protagonists, Bears, Family Friendly, No Dialogue, Non-Human Protagonists, Pandas, Short Episodes"
,Mafumafu: Saezuri,,2016,
,Night on the Galactic Railroad: Fantasy Railroad in the Stars,,2006,Fantasy
,Tsukiyo to Megane,,1966,"Fantasy, Shorts"
,Azumi Mamma Mia,Summer,1997,"Comedy, Family Friendly, Short Episodes"
,Dolphin Ouji,,1965,"Adventure, Sci Fi, Black and White, Ocean"
,Di Gi Charat Summer Special 2000,,2000,"Comedy, Aliens, Chibi, Gag, Non-Human Protagonists, Short Episodes"
,Jungle Master Movie 2: Candy Planet,,2016,"Adventure, Fantasy, Chinese Animation, Family Friendly, Person in a Strange World, CG Animation"
2014,YooHoo & Friends 2,,2013,"Adventure, Animal Protagonists, Environmental, Family Friendly, Forest, Korean Animation, Non-Human Protagonists"
,Huoli Shaonian Wang 3: Xuji,,2012,"Chinese Animation, Family Friendly, Proxy Battles"
,Cyberteam in Akihabara: 2011 Summer Vacations,,1999,Original Work
,Meshi Numa.,,2018,"Josei, Food and Beverage, Short Episodes, Based on a Manga"
,Mafumafu: Tachiiri kinshi,,2016,
,Mafumafu: Hyakki Yagyou,,2020,
1985,"Cat's Eye",,1983,"Action, Shounen, Detectives, Secret Identity, Thieves, Based on a Manga"
,Cells at Work! Code Black CM,,2020,"Anthropomorphic, Commercials, Non-Human Protagonists, Promotional"
1967,Yuusei Kamen,,1966,"Action, Sci Fi, Black and White, Superheroes, Original Work"
,Zhu Zhu Xia: Meng Xiang Shou Wei Zhe,,2016,"Animal Protagonists, Anthropomorphic, Chinese Animation, Family Friendly, Non-Human Protagonists, Pigs, CG Animation"
2002,Track City,,2000,"Action, Cars, Korean Animation, Racing"
,Koro Koro Kuririn no Inaka no Nezumi Tokai no Nezumi,,2001,"Fantasy, Animal Protagonists, Anthropomorphic, Cats, Non-Human Protagonists, Sanrio Characters"
1981,Magical Girl Lalabel,,1980,"Magical Girl, Shoujo, Henshin Heroes, School Life, Original Work"
,Lamaze-P: Ai no Uta,,2013,Vocaloid
,Animal 1,,1968,"Shounen, Sports, Black and White, Hand to Hand Combat, Wrestling, Based on a Manga"
,Time Bokan 2000: Kaitou Kiramekiman,Spring,2000,"Action, Adventure, Comedy, Mecha, Sci Fi, Parody"
,Valley of White Birds,,2017,"Fantasy, Chinese Animation, Shorts, Based on a Fairy Tale"
1991,Yuusha Exkaiser,,1990,"Mecha, Sci Fi, Combining Mecha, Super Robot, Original Work"
,The Promised Neverland 2nd Season,Winter,2021,"Fantasy, Horror, Sci Fi, Shounen, Dark Fantasy, Demons, Isolated Society, Mind Games, noitaminA, Orphans, Outside World, Psychological, Survival, Thriller, Based on a Manga, Violence"
,Jungle Master Movie,,2013,"Adventure, Fantasy, Chinese Animation, Environmental, Family Friendly, Forest, Jungle, Person in a Strange World, CG Animation"
1988,Manga Naruhodo Monogatari,,1986,"Adventure, Family Friendly"
,Ninja Box,Summer,2019,"Comedy, Family Friendly, Ninja, Short Episodes, Based on a Video Game"
,Love and Lies,Summer,2017,"Drama, Romance, Shounen, Arranged Marriage, Love Triangle, School Life, Based on a Manga"
,Ookiku Furikabutte: Natsu no Scorebook,,2010,"Comedy, Sports, Baseball, Recap"
,Hanaukyo Maid Team OVA,,2001,"Comedy, Ecchi, Harem, Shounen, Amusement Park, Maids, Based on a Manga"
2020,Babylon,Fall ,2019,"Mystery, Conspiracy, Political, Psychological, Thriller, Based on a Novel, Mature Themes,, Suicide,, Violence"
,"Hans Christian Anderson's The Little Mermaid",,1975,"Drama, Romance, Deal with the Devil, Europe, Mermaids, Non-Human Protagonists, Ocean, Royalty, Star-Crossed Lovers, Supernatural, Based on a Fairy Tale, Nudity"
,Chicken Ramen CM,,2018,"Animal Protagonists, Anthropomorphic, Birds, Commercials, Demons, Hell, Non-Human Protagonists, Promotional, Short Episodes"
,Tokyo 7th Sisters: Twilight,,2016,Idols
1972,Tensai Bakabon,,1971,"Comedy, Shounen, Gag, Based on a Manga"
,Fantasy Adventure: Nagagutsu wo Haita Neko no Bouken,,1992,"Adventure, Fantasy, Animal Protagonists, Anthropomorphic, Non-Human Protagonists, Based on a Fairy Tale"
,Re:vale: NO DOUBT,,2017,"Action, Crime, Idols"
,Tadaima,,2017,"Adventure, Slice of Life, Countryside, Shorts, Original Work"
2016,Mori no Ongakudan,,2015,"Comedy, Animal Protagonists, Anthropomorphic, Non-Human Protagonists, Short Episodes, Original Work"
,Nogizaka46: Boku wa Boku wo Suki ni Naru,,2021,
,Baymax,,2014,"Fantasy, Shorts"
2003,Asobotto Senki Goku,Fall ,2002,"Action, Adventure, Sci Fi, Shounen, Journey to the West, Based on a Manga"
,Ro-Kyu-Bu: Fast Break!,Summer,2011,"Sports, Basketball, School Life, Based on a Light Novel"
2012,Pokemon: Black & White,Fall ,2010,"Adventure, Fantasy, Shounen, Elemental Powers, Episodic, Family Friendly, Monster-of-the-week, Monsters, Proxy Battles, Based on a Video Game"
,Harumaki Gohan: Saikai,,2019,Vocaloid
