Name,Tags
YOASOBI: Tabun,
Kamisama Minarai: Himitsu no Cocotama Movie,"Fantasy, Family Friendly"
BIGMAMA: Crystal Clear,"Astronauts, Outer Space"
Kenshi Yonezu: Yumekui Shoujo,
Chii-chan to Hige Ojisan,"Slice of Life, Animal Protagonists, Family Friendly, Non-Human Protagonists, Short Episodes, Stop Motion Animation"
Captain Kuppa!,"Action, Adventure, Desert, Based on a Manga"
Sonic Soldier Borgman 2: New Century 2058,"Action, Sci Fi, Superheroes, Original Work"
Sore Ike! Anpanman: Kirakira Boshi no Namida,"Comedy, Fantasy, Anthropomorphic, Family Friendly, Food Protagonists, Non-Human Protagonists, Superpowers"
Sore Ike! Anpanman: Soratobu Ehon to Glass no Kutsu,"Comedy, Fantasy, Anthropomorphic, Family Friendly, Food Protagonists, Non-Human Protagonists, Superpowers"
The Missing 8,"Sci Fi, Short Episodes"
"I''s Pure","Romance, Shounen, Christmas, Love Triangle, Based on a Manga"
Yi Wan Nian Yi Hou,"Action, Fantasy, Chinese Animation, CG Animation"
Seupideuwang Beongae,"Action, Sports, Korean Animation, Racing, School Life"
Munto,"Drama, Fantasy, Romance, Magic, Original Work"
Kuroi Kikori to Shiroi Kikori,"Animal Protagonists, Bears, Non-Human Protagonists, Shorts, Original Work"
Mikito-P: 39 Music,Vocaloid
Hero Tales,"Action, Fantasy, Shounen, Martial Arts, Superpowers, Swordplay, Based on a Manga"
Mirage of Blaze: Rebels of the River Edge,"BL, Shounen-ai, Samurai, Supernatural, Based on a Light Novel"
DECO*27: Android Girl,"Sci Fi, Androids, Non-Human Protagonists, Robots, Vocaloid"
Slow Start,"School Life, Based on a 4-Koma Manga, Based on a Manga"
Choujuu Giga Gao Road Chocolate Dai 0-dan,"Commercials, Promotional, Based on a Video Game"
"Dragon Ball: Goku's Fire Brigade","Educational, Shorts"
"Girls' Frontline Chibi Theater","Comedy, Slice of Life, Anthropomorphic, Chibi, Chinese Animation, Guns, Short Episodes, Based on a Mobile Game"
Gaki Deka OVA,"Comedy, Crude, Police, Based on a Manga"
Kaeru wa Kaeru,"Black and White, Shorts"
Spy Penguin (2013): White Christmas,"Action, Adventure, Animal Protagonists, Birds, Christmas, Family Friendly, Non-Human Protagonists, Penguins, CG Animation"
Momoiro no Crayon,"Educational, Family Friendly, Bullying"
Super Wings 3,"Adventure, Anthropomorphic, Aviation, Family Friendly, Korean Animation, Short Episodes, CG Animation"
Ixion Saga: Dimension Transfer,"Action, Comedy, Fantasy, Isekai, Person in a Strange World, Based on a Video Game"
Omoi Gumo,"Drama, No Dialogue, Shorts"
Kaiketsu Zorori Movie 2: Mamoru ze! Kyouryuu no Tamago,"Adventure, Comedy, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists, Pigs, Based on a Picture Book"
Bump of Chicken: Answer,"Drama, Board Games"
Zoo: Hidamari no Shi,"Sci Fi, Robots, Shorts, CG Animation"
Dua Lipa: Levitating,Sci Fi
Nontan to Issho,"Animal Protagonists, Cats, Family Friendly, Non-Human Protagonists, Short Episodes, Based on a Picture Book"
Hoshi no Ko Poron,"Sci Fi, Short Episodes"
Follow Your Fantasy,Promotional
Assault Lily Fruits,"Comedy, Chibi, Short Episodes"
Evangelion: Another Impact,"Sci Fi, Japan Animator's Exhibition, Shorts, CG Animation"
"It's a Rumic World: 50th Anniversary Weekly★Shonen Sunday","Comedy, Crossover"
Penelope Tete en Lair,"Slice of Life, Animal Protagonists, Anthropomorphic, Family Friendly, Koalas, Non-Human Protagonists, Short Episodes"
Ai no Kusabi,"BL, Drama, Sci Fi, Yaoi, Adult Couples, Mature Romance, Social Gap, Based on a Light Novel, Mature Themes,, Physical Abuse,, Sexual Abuse,, Sexual Content"
Starship Operators,"Action, Sci Fi, Military, Outer Space, Political, Based on a Light Novel, Nudity"
Jin: Konoha no Sekai Jijou,Vocaloid
Boogiepop and Others,"Horror, Mystery, Noir, Psychological, Supernatural, Based on a Light Novel, Cannibalism,, Drug Use,, Mature Themes,, Violence"
Riddle Story of Devil,"Action, Drama, GL, Seinen, Shoujo-ai, All-Girls School, Animeism, Assassins, Boarding School, Bodyguards, School Life, Based on a Manga"
Shinshaku Sengoku Eiyuu Densetsu Sanada Juu Yuushi The Animation,"Feudal Japan, Historical, Ninja, War"
Pokemon: Diamond & Pearl,"Adventure, Fantasy, Elemental Powers, Episodic, Family Friendly, Monsters, Proxy Battles, Based on a Video Game"
Kimikiss Pure Rouge: Love Fighter,"Drama, Romance, School Life, Based on a Visual Novel"
Choegang Top Plate,"Action, Family Friendly, Korean Animation"
Sasuga no Sarutobi,"Comedy, Shounen, Martial Arts, School Life, Based on a Manga"
Shangri-La,"Action, Sci Fi, Environmental, Rebellions, Based on a Light Novel"
Liuxing Huan Jian,"Action, Fantasy, Chinese Animation, Short Episodes, CG Animation"
Sherlock Hound: The Adventure of the Blue Carbuncle / Treasure Under the Sea,"Mystery, Animal Protagonists, Anthropomorphic, Detectives, Dogs, Non-Human Protagonists, Sherlock Holmes"
Chie the Brat,"Comedy, Based on a Manga"
Aware! Meisaku-kun,"Comedy, School Life, Short Episodes, Original Work"
Something Lost,Shorts
Harisu no Kaze,"Comedy, Black and White, School Life, Based on a Manga"
Naruto Special 2: Battle at Hidden Falls. I am the Hero!,"Action, Shounen, Ninja, Based on a Manga"
A Certain Scientific Railgun T: Motto Marutto Railgun,"Comedy, Sci Fi, Gag"
Pokemon Movie 7: Destiny Deoxys,"Adventure, Fantasy, Shounen, Elemental Powers, Family Friendly, Monsters, Based on a Video Game"
Ojamajo Doremi: Owarai Gekijou,"Comedy, Magical Girl, Chibi, Family Friendly, Henshin Heroes, Magic, Short Episodes, Flash Animation"
Hanebado!,"Drama, Seinen, Sports, Badminton, School Club, Based on a Manga"
Mushishi Recap,"Fantasy, Seinen, Iyashikei, Recap, Supernatural, Based on a Manga"
Magical Pokan Specials,"Fantasy, Contemporary Fantasy, Doctors, Valentine's Day"
Hello Kitty no Ou-sama no Mimi wa Roba no Mimi,"Fantasy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Sanrio Characters, Based on a Fairy Tale"
LocoDol: We Tried Giving a Tour of Nagarekawa,"Seinen, Idols, Based on a Manga"
Chou Supercar Gattiger,"Action, Sci Fi, Shounen, Cars, Combining Mecha, Racing"
Mori no Tonto-tachi,"Fantasy, Christmas, Elves, Europe, Family Friendly, Finland, Forest, Non-Human Protagonists"
Sore Ike! Anpanman: Minna Atsumare! Anpanman World,"Comedy, Fantasy, Anthropomorphic, Family Friendly, Food Protagonists, Non-Human Protagonists, Superpowers"
Hakken Taiken Daisuki! Shimajirou,"Comedy, Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists"
Bunbuku Chagama,"Fantasy, Black and White, Shorts"
Nanatsuiro Drops,"Fantasy, Magical Girl, Romance, Henshin Heroes, Magic, School Life, Based on an Eroge, Based on a Visual Novel"
Intrigue in the Bakumatsu: Irohanihoheto,"Action, Mystery, 19th Century, Feudal Japan, Historical, Supernatural, Swordplay, War, Original Work, Violence"
Kemy Lang Buka Chaka,"Adventure, Animal Protagonists, Birds, Korean Animation, Non-Human Protagonists, Short Episodes"
Jungle Wars,"Adventure, Jungle, Based on a Video Game"
Boogiepop and Others PV,"Noir, Promotional, Based on a Light Novel, Violence"
"Snail's House: SUPERGIRL",Fantasy
Eve: Baumkuchen End,Fantasy
Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,Comedy
Chibits,"Comedy, Androids, Non-Human Protagonists, Robots"
Futsal Boys!!!!!,"Sports, School Club"
Higanjima X,"Action, Comedy, Horror, Island, Short Episodes, Supernatural, Vampires, Based on a Manga, Violence"
Carried By The Wind: Tsukikage Ran,"Slice of Life, Feudal Japan, Overpowered Main Characters, Samurai, Original Work"
Smile Pretty Cure!,"Action, Magical Girl, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week, Sentai, Superheroes, Tokusatsu"
Steel Angel Kurumi,"Action, Comedy, Ecchi, Sci Fi, Androids, Interspecies Relationship, Military, Non-Human Protagonists, Robots"
Burning Blood,"Action, Shounen, Sports, Boxing, Hand to Hand Combat, Based on a Manga"
HoneyWorks: Daikirai na Hazu Datta,"Romance, School Life, Vocaloid"
Gauche the Cellist,"Drama, Classical Music, Countryside, Music, Based on a Novel"
Kaibutsu-kun,"Adventure, Comedy, Fantasy, Horror, Shounen, Parody, Based on a Manga"
Kyojin no Hoshi (1982),"Drama, Sports, Baseball"
Crayon Shin-chan Gaiden: Kazokuzure Ookami,"Action, Comedy, Shounen, Feudal Japan, Samurai, Short Episodes, Swordplay, Based on a Manga"
Space Warrior Baldios,"Action, Mecha, Sci Fi, Aliens, Original Work"
Ojarumaru,"Family Friendly, Short Episodes, Time Travel, Based on a Manga"
Recorder and Randsell Re,"Comedy, Seinen, Slice of Life, School Life, Short Episodes, Siblings, Based on a 4-Koma Manga, Based on a Manga"
Goulart Knights: Evoked The Beginning White,"Shoujo, Supernatural, Based on a Manga"
Pokemon Movie 14: White - Victini and Zekrom,"Fantasy, Elemental Powers, Family Friendly, Monsters, Based on a Video Game"
Nobunagun,"Action, Sci Fi, Shounen, Monsters, Based on a Manga"
HoneyWorks: Jinsei wa Saikou no Himatsubushi,Slice of Life
Fairy Princess Minky Momo: Yume no Naka no Rondo,"Fantasy, Magical Girl, Henshin Heroes, Magic, Original Work"
DECO*27: Mozaik Role,Vocaloid
1-ri Botchi no Ookami to 7-hiki no Ko Yagi,"Fantasy, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists, Based on a Fairy Tale"
Shin Koihime Musou,"Adventure, Ecchi, Martial Arts, Romance of the Three Kingdoms, Based on an Eroge, Based on a Visual Novel"
Tonagura!,"Comedy, Ecchi, Romance, Shounen, Childhood Friends, Neighbors, Based on a Manga"
Duan Nao,"Mystery, Sci Fi, Chinese Animation, High Stakes Games, Play or Die, Survival, Thriller, Based on a Manga"
Last Note: One Step Layered,Vocaloid
Aqours: smile smile ship Start!,"Dancing, Idols, Ocean, Ship, CG Animation"
Jin: daze,"Slice of Life, Forest"
Pinocchio-P: Love for Love by Love of Love,Vocaloid
Pelican Road: Club Caroucha,"Motorcycles, Based on a Manga"
Project ARMS,"Sci Fi, Shounen, Cyborgs, Superpowers, Based on a Manga"
Galactic Whirlwind Sasuraiger,"Action, Adventure, Mecha, Sci Fi, Original Work"
fhána: kotonoha breakdown,
Chao Zhi Neng Zu Qiu,"Sci Fi, Sports, Chinese Animation, Soccer, Tournaments"
Winter Sonata,"Drama, Romance, Childhood Friends, Korean Animation, Based on a TV Series"
Ultra B,"Comedy, Sci Fi, Short Episodes, Superpowers, Based on a Manga"
Mecha-Ude,"Action, Sci Fi, Body Sharing, Shorts, Original Work"
Digimon Frontier Movie: Revival of Ancient Digimon,"Action, Sci Fi, Shounen, Family Friendly, Island, Monsters"
Kuroneko Monroe,"Animal Protagonists, Cats, Non-Human Protagonists, Pets, Short Episodes, Based on a 4-Koma Manga, Based on a Manga"
Genki! Genki! Nontan (2006),"Animal Protagonists, Cats, Family Friendly, Music, Non-Human Protagonists, Short Episodes, Based on a Picture Book, CG Animation"
Peach Command Shin Momotarou Densetsu,Comedy
"Dr. Slump: Arale-chan '92 Oshougatsu Special","Comedy, Sci Fi, Recap, Slapstick"
"UFO Ultramaiden Valkyrie 4: Banquet of Time, Dreams, and Galaxies","Comedy, Ecchi, Shounen, Aliens, Non-Human Protagonists, Based on a Manga"
Yi Hua Yi Shijie,"Chinese Animation, Vocaloid"
IDOLiSH7: MEMORiES MELODiES,"Fantasy, Idols, Magic"
Satellite Girl and Milk Cow,"Adventure, Fantasy, Animal Transformation, Curse, Family Friendly, Korean Animation, Magic"
Nyani ga Nyandaa Nyandaa Kamen,"Comedy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Based on a Picture Book"
Mellow,"Comedy, Seinen, Crossdressing, Based on a Manga, Nudity"
Dokgotak Dasi Chajeun Maundeu,"Sports, Baseball"
Kyouryou Pikora,"Adventure, Dinosaurs, Family Friendly, No Dialogue, Stop Motion Animation"
Warau Salesman Tokubetsu Bangumi,"Comedy, Supernatural, Based on a Manga"
Jigueseo Chikyuu no Sora no Shita de,"Family Friendly, Minna no Uta"
mothy: Nanatsu no Tsumi to Batsu,Vocaloid
Ying Xiong Bie Nao,"Action, Fantasy, Chinese Animation, Short Episodes"
Ushiro no Hyakutarou,"Action, Horror, Shounen, Based on a Manga"
Dominion Tank Police,"Action, Comedy, Mecha, Sci Fi, Seinen, Dystopia, Military, Police, Post-apocalyptic, Based on a Manga"
Mahou Sensei Negima! Anime Final,"Fantasy, Shounen, Magic, Based on a Manga"
The Book of Bantorra,"Action, Fantasy, Psychic Powers, Religion, Superpowers, Based on a Light Novel, Emotional Abuse,, Explicit Violence,, Mature Themes,, Physical Abuse,, Suicide"
My Wife is the Student Council President+!,"Comedy, Ecchi, Romance, Shounen, Cohabitation, School Life, Short Episodes, Student Council, Sudden Girlfriend Appearance, Based on a Manga, Nudity,, Sexual Content"
Symphogear,"Action, Drama, Sci Fi, Music, Superpowers, Original Work, Mature Themes,, Physical Abuse,, Violence"
Daitai 3-pun de Wakaru: .hack History,"Comedy, Chibi, Recap, Based on a Video Game"
Scorching Ping Pong Girls,"Seinen, Sports, Ping Pong, School Club, School Life, Tournaments, Based on a Manga"
Spookiz,"Comedy, Crude, Demons, Episodic, Family Friendly, Korean Animation, Monsters, Monster School, No Dialogue, School Life, Short Episodes, Supernatural, Vampires, Zombies, CG Animation"
2112: The Birth of Doraemon,"Shounen, Cats, Family Friendly, Non-Human Protagonists, Robots, Based on a Manga"
Utakata: Summer Pair of Early Winter,"Drama, Fantasy, Magic, Original Work"
GeGeGe no Kitarou,"Black and White, Episodic, Japanese Mythology, Supernatural, Youkai"
Battle Spirits: Heroes,Based on a Card Game
.hack//SIGN - Intermezzo,"Dungeon, MMORPG, RPG, Virtual Reality"
Rainbow Samurai,"Adventure, Drama, Historical, Based on a Manga"
Zhu Zhu Xia: Jimu Shijie De Tong Hua,"Animal Protagonists, Anthropomorphic, Chinese Animation, Family Friendly, Non-Human Protagonists, Pigs, CG Animation"
Risu no Panache,"Family Friendly, Shorts"
Pretty Cure All Stars: Haru no Carnival♪,"Action, Fantasy, Magical Girl, Crossover, Family Friendly, Henshin Heroes, Magic"
Tenchi in Tokyo,"Comedy, Fantasy, Harem, Romance, Sci Fi, School Life, Original Work"
Missing you,"Drama, Ocean, Ship, Shorts"
The Kind Devil,"Demons, Family Friendly, Shorts, Supernatural, Based on a Picture Book"
Attack No. 1: Namida no Kaiten Receive,"Sports, Volleyball, Based on a Manga"
Midori no Kuni no Otomodachi: Koeda-chan,"Fantasy, Magic, Short Episodes"
Christmas Carol,"Drama, 19th Century, Christmas, England, Europe, Family Friendly, Ghosts, Historical, Supernatural, Based on a Novel"
GeGeGe no Kitarou (1971),"Japanese Mythology, Supernatural, Youkai"
Kinnikuman Movie 5: Haresugata! Seigi Choujin,
Vampire Princess Miyu,"Fantasy, Contemporary Fantasy, Elemental Powers, Episodic, Melancholy, Non-Human Protagonists, Supernatural, Urban Fantasy, Vampires, Original Work"
Kyokujitsu no Kantai,"Sci Fi, Military, War, World War 2, Based on a Novel"
Citrus,"GL, Romance, Shoujo-ai, All-Girls School, Gyaru, Opposites Attract, Remarriage, School Life, Siblings, Transfer Students, Based on a Manga, Mature Themes"
Night Raid 1931: Panther atop the Snow,"Action, Historical, Military, Original Work"
IDOLiSH7: Nanatsu-iro REALiZE,"Idols, School Life"
Bagel Girl,"Comedy, Drama, Ecchi, Gender Bender, Korean Animation, Supernatural, Based on a Webtoon"
A Certain Scientific Accelerator Special,"Comedy, Sci Fi, Gag, Psychic Powers, Supernatural, Based on a Manga"
Best Care Group,"Slice of Life, Aging, No Dialogue, Promotional, Short Episodes"
Koi Suru Tenshi Angelique: Kokoro no Mezameru Toki,"Fantasy, Reverse Harem, Romance, Prophecy, Based on an Otome Game, Based on a Visual Novel"
Strait Jacket,"Action, Demons, Magic, Based on a Light Novel, Explicit Violence"
DearS,"Comedy, Ecchi, Harem, Sci Fi, Shounen, Aliens, Sudden Girlfriend Appearance, Based on a Manga"
40meterP: Renai Saiban,"Romance, Vocaloid"
"Girlfriend, Girlfriend","Comedy, Romance, Shounen, Slice of Life, Cohabitation, Love Triangle, School Life, Based on a Manga"
Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,"Comedy, Shounen, Slice of Life, Episodic, Historical, Samurai, Short Episodes, Based on a Manga, Flash Animation"
Robot Taekwon V 3tan! Sujung Teukgongdae,"Action, Mecha, Korean Animation"
Yawaraka Sensha,"Comedy, Chibi, Short Episodes"
Ojarumaru no Koutsuu Anzen,"Educational, Family Friendly"
The Kawai Complex Guide to Manors and Hostel Behavior Specials,"Comedy, Seinen, Boarding House, Neighbors, Based on a Manga"
The Snack World (2015),"Action, Adventure, Fantasy, Shounen, CG Animation"
Animal Crossing,"Adventure, Fantasy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Based on a Video Game"
Moeru! Onii-san OVA,Based on a Manga
Happiness Charge Pretty Cure!,"Action, Magical Girl, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week, Sentai, Superheroes, Tokusatsu"
Etotama: Nyan-Kyaku Banrai,"Action, Comedy, Fantasy, Animal Characteristics, Shorts, Original Work"
Monster Strike: Zetsubou Funsai Shoujo ∞ Amida,"Action, Drama, Fantasy, Sci Fi, No Dialogue"
Haikyuu!! Ningyou Anime,"Sports, Short Episodes, Stop Motion Animation, Volleyball"
Patlabor WXIII,"Mecha, Mystery, Sci Fi, Conspiracy, Real Robot, Original Work"
Shin Megami Tensei: Devil Children,"Action, Adventure, Fantasy, Family Friendly, Based on a Video Game"
Minky Momo Song Special,
Minky Momo Song Special,
UFO Nitsukamatta Kodomo-tachi,"Sci Fi, Educational, Family Friendly"
Agigongryong Doolie,"Adventure, Dinosaurs, Korean Animation"
"BanG Dream! x Kirin Gogo no Koucha Shin CM: Sekai de, Ichiban, Attakai. Fuyu","Commercials, Music, Promotional"
Neko to Mata,"Slice of Life, Animal Protagonists, Cats, Japanese Mythology, Non-Human Protagonists, Short Episodes, Youkai, Original Work"
Hurdle,"Drama, Based on a Novel, Bullying"
Ekubo Ouji,"Comedy, Animal Protagonists, Family Friendly, Non-Human Protagonists, Short Episodes"
Mahoujin Guru Guru Movie,"Adventure, Comedy, Fantasy, Shounen, Dragons, Parody, Based on a Manga"
Harlock Saga,"Sci Fi, Leijiverse, Outer Space, Based on a Manga"
Scutes on my mind,"Slice of Life, Shorts"
Crayon Shin-chan Movie 26: Bakumori! Kung-Fu Boys - Ramen Tairan,"Comedy, Hand to Hand Combat, Martial Arts"
SAKUGAN,"Sci Fi, Based on a Novel"
Sore Ike! Anpanman,"Comedy, Fantasy, Anthropomorphic, Family Friendly, Food Protagonists, Non-Human Protagonists, Superpowers"
Kyojin no Hoshi,"Sports, Baseball, Based on a Manga"
Tokyo 7th Sisters: t7s Longing For Summer Again and Again,Idols
Celestial Method: Mou Hitotsu no Negai,"Drama, Fantasy, Original Work"
Coji-Coji,"Comedy, Fantasy, Family Friendly"
Ah My Buddha!! Katsu!!,"Comedy, Ecchi, Harem, Seinen, Buddhism, Ghost Hunters, Magic, Panty Shots, Based on a Manga"
Nurse Angel Ririka SOS,"Magical Girl, Shoujo, Henshin Heroes, Magic, Based on a Manga"
Neko no Dayan 4th Season,"Animal Protagonists, Cats, Family Friendly, Non-Human Protagonists, Short Episodes"
Duel Masters!!,"Comedy, Card Battles, Family Friendly"
B-PROJECT,"Drama, Idols, Music, Showbiz, Original Work"
