anime_id,age_rating,age_rating_guide,average_rating,description,episode_count,episode_length,kind,poster_image,season,studio,tags,title,title_jp,total_length,year,year_end
2307,PG,Children,67.94,"It's summer vacation. In front of Ginga and Co, who are excited about a Beyblade tournament, Helios, a mysterious youth, stands in their way. In his hands, he possesses ""Sol Blaze"", a Beyblade that has been passed down since ancient times. As intense battle between Ginga vs. Helios unfolds, extreme weather develops throughout the world.
(Source: ANN)",1,76,movie,https://media.kitsu.io/anime/poster_images/5265/original.jpg?1408454826,,Synergy SP,"Action, Adventure, Sci Fi, Shounen, Monsters, Proxy Battles, Based on a Manga",Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,劇場版メタルファイト ベイブレードVS太陽 ～灼熱の侵略者ソルブレイズ～,76,2010,
2308,PG,Teens 13 or older,73.16,"The fight with the Martial Church had dire consequences, and Chirico now finds himself a wanderer. An encounter with a woman called Stevia leads a reunion with old friends, but the homecoming must wait since war refuses to leave Chirico alone.

(Source: Hidive)",1,49,OVA,https://media.kitsu.io/anime/poster_images/5270/original.jpg?1408454840,,Sunrise,"Mecha, Sci Fi, Real Robot, Original Work",Armored Trooper Votoms: Alone Again,装甲騎兵ボトムズ 孤影再び,49,2011,
2332,PG,Teens 13 or older,68.59,The second season of Marie & Gali.,30,5,TV,https://media.kitsu.io/anime/poster_images/5325/original.jpg?1408455082,Winter,Toei Animation,"Comedy, Slice of Life, Educational, Person in a Strange World, Short Episodes, Original Work",Marie & Gali ver. 2.0,マリー＆ガリー ver.2.0,150,2010,2011
2309,R,Mild Nudity,66.81,"Jubei Yagyu, Hanzo Hattori, Yukimura Sanada, Sen Tokugawa, Kanetsugu Naoe, and Matabei Goto. In the alternate world of Hyakka Ryouran: Samurai Girls these are not the legendary samurai of history. They are scantily clad young ladies living in an age where the Tokugawa shogunate remained in power, and all of them have been sent to Buou Academic School in order to hone their battle skills.
Muneakira Yagyu, master of the Yagyu dojo, is the only one who has the ability to take these warriors to the next level, making them into master samurai. Once he unlocks the hidden powers of Jubei with a kiss, the rest of the girls will set their sights on attaining that power for themselves.
Together with his new group of master samurai, Muneakira will rebel against the school's student council, who have tasked themselves with oppressing students in this hectic world.",12,24,TV,https://media.kitsu.io/anime/poster_images/5274/original.png?1408454852,Fall ,ARMS,"Action, Ecchi, Harem, Feudal Japan, Martial Arts, Samurai, Based on a Light Novel, Nudity",Samurai Girls,百花繚乱 サムライガールズ,288,2010,
2310,R,17+ (violence & profanity),61.38,"After the Playstation port of Resident Evil 4 hit the stores Capcom released a new 97 minute DVD some time later which intended to summarize the whole story of Resident Evil 4. It's played on English audio with Japanese subtitles. It also included a little book which explains the life on El Pueblo before and the arrival of Osmund Saddler. It also solved some plot holes like the whereabouts of the children. It contains many of the scenes original to Resident Evil 4.
(Source: Resident Evil Wiki)",1,82,OVA,https://media.kitsu.io/anime/poster_images/5275/original.jpg?1597699085,,,"Action, Horror, Sci Fi, Europe, Zombies, Based on a Video Game, CG Animation",Resident Evil 4: Incubate,バイオハザード4 Incubate,82,2006,
2311,PG,Teens 13 or older,68.59,"In the mountains of India, a man named Takeshi Yamato gains the abilities of the legendary Rainbow Warrior, allowing him to transform into Rainbowman. With this power, he has to stop aliens from invading the earth.",22,25,TV,https://media.kitsu.io/anime/poster_images/5276/original.jpg?1408454858,,,"Action, Mecha, Sci Fi, Superpowers, Original Work",Ai no Senshi Rainbowman,愛の戦士レインボーマン,550,1982,1983
2312,PG,Children,64.44,A Romance of the Three Kingdoms retelling using SD Gundams.,51,12,TV,https://media.kitsu.io/anime/poster_images/5277/original.jpg?1408454860,Spring,Sunrise,"Action, Adventure, Mecha, Chibi, Parody, Romance of the Three Kingdoms, Sentient Mecha, Short Episodes, Super Robot",SD Gundam Sangokuden Brave Battle Warriors,SDガンダム三国伝 Brave Battle Warriors,612,2010,2011
2313,PG,Teens 13 or older,59.11,"In 2047, an unknown, alien life-form descends upon the Earth, destroying all the major cities in one fell swoop. The survivors unite and build a Diffusor to stop the Februus, the invaders the military would later codename the FOS, and a temporary peace is achieved. Jump forward to 2053, the present. PLANZET: The final plan, Plan Zed, to retake Planet Earth. A last, desperate counterattack against the enemy. Hiroshi Akishima, soldier in the Planetary Defense Forces Alliance, would like nothing better than a shot at the aliens responsible for his father's death six years ago. However, the new offensive requires the Diffusor to be dropped, leaving the entire planet terribly vulnerable once more. Will humanity regain the stars or lose everything in the final, ultimate gamble? 
(Source: Sentai Filmworks) ",1,53,movie,https://media.kitsu.io/anime/poster_images/5284/original.jpg?1408454884,,CoMix Wave Films,"Mecha, Sci Fi, Aliens, Military, Post-apocalyptic",Planzet,プランゼット,53,2010,
2314,PG,Teens 13 or older,68.59,"Koutetsu Sangokushi DVD Special, also known as episode 26.",1,24,special,https://media.kitsu.io/anime/poster_images/5286/original.jpg?1408454890,,Picture Magic,"Action, Ancient China, Romance of the Three Kingdoms, Original Work",Koutetsu Sangokushi Special,鋼鉄三国志,24,2008,
2315,PG,Teens 13 or older,79.49,"A true magician can fool even the most astute of eyes and deceive the wisest of minds, and there is no magician more talented at magic alive than Kaito Kuroba. Taught the art of deception and disguise by his late father, Kaito spends his days amazing his classmates with his skillful sleights of hand. But when night falls and the moon is out, he takes his performance to new heights by slipping into the role of the legendary phantom thief dressed in white, Kaito Kid.Magic Kaito chronicles the rebirth of the phantom thief of the night as Kaito takes on his father's old mantle. He'll steal rare and valuable gems right underneath the watchful eye of the police, elude genius detectives with daring escapes, and leave the audience dazzled with his magnificent displays... all while searching for the jewel tied into the mystery of his father's murder and the people responsible for it.",12,23,special,https://media.kitsu.io/anime/poster_images/5287/original.jpg?1408454892,,TMS Entertainment,"Action, Comedy, Drama, Shounen, Secret Identity, Thieves, Based on a Manga",Magic Kaito,まじっく快斗,276,2010,2012
2316,PG,Teens 13 or older,76.67,"After Niche carries the wounded and stunned Lag back to the Bee Hive, the Letter Bee finally begins to piece the puzzle together. Now he knows what's happened to Gauche, why the Marauders are so focused on stealing mail and the actual intent of the group controlling both, Reverse. However, when he's forbidden to reveal the truth, Lag is soon forced out of the artificial sunlight and back into the world of perpetual night. And soon Reverse's plot to take down the Letter Bees and overthrow the Amberground government begins to accelerate. If things weren't already bad enough, the giant insect creatures called gaichuu are apparently evolving into something new; there may be traitors working within the Hive; and Niche's sister, who's definitely not human friendly, shows up to turn family drama into a full-scale siege! It all spells serious trouble for the Letter Bees, but if anyone can weather the storms and gloom of night, Lag and his team are the ones who'll deliver.
(Source: FUNimation)",25,20,TV,https://media.kitsu.io/anime/poster_images/5288/original.jpg?1597697393,Fall ,St. Signpost,"Fantasy, Shounen, Insects, Steampunk, Based on a Manga",Tegami Bachi: Letter Bee Reverse,テガミバチ REVERSE,500,2010,2011
2317,PG,Teens 13 or older,75.25,"A special summary episode of the second season of Sayonara Zetsubou Sensei, focusing on the girls that were not introduced in the first Zetsubou Shoujo Senshuu: Otonashi Meru, Fujiyoshi Harumi, Kaga Ai and Mitama Mayo.",1,56,special,https://media.kitsu.io/anime/poster_images/5292/original.jpg?1408454907,,SHAFT,"Comedy, Shounen, Breaking the Fourth Wall, Gag, Recap, Based on a Manga",Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,さよなら絶望先生 序〜俗・絶望少女撰集〜,56,2008,
2318,PG,Children,68.59,"As oppose to the mythological creature Minotaur, a monsters of western culture, a Japanese monster Kudan has a human head and the body of cow. Kudan is born from female cow. It speaks human language, predicts significant incidents such as war or disaster and dies in three days. This story is about a man who is accidentally transformed into a Kudan.
(Source: Official website)",1,9,movie,https://media.kitsu.io/anime/poster_images/5295/original.jpg?1408454915,,,"Fantasy, CG Animation",Kudan,クダン,9,2008,
2319,PG,Children,62.95,"A child whose head is numerals, a child who winds his own face and has it under his arm. What was left is his identity, a child whose eyes are provided by fishes, a child who lies down on the floor and head-butts his identity, a child who cannot say anything because of a zipper across his mouth. He undo the zipper but under it is another zipper...
Ecology and philosophy of  children with sadness and humour.
(Source: Yamamura Animation)",1,5,ONA,https://media.kitsu.io/anime/poster_images/5296/original.jpg?1408454918,,Yamamura Animation,"Abstract, No Dialogue, Shorts, Original Work",A Child's Metaphysics,こどもの形而上学,5,2007,
2320,PG,Teens 13 or older,61.35,"The story is set during the turbulent years of the shogunate, as dark forces try to undermine the shogun's power in Edo-era Tokyo. Shirou Sumiya is the leader of the ""Way of the Paper Drawing"" clan which captures the chaos of the struggles with rapid brush strokes. Sumiya is summoned to Edo, and his disciples, who have extraordinary powers in their secret drawing techniques, become part of the ensuring battles with giant drawn creatures. 
(Source: ANN)",1,24,special,https://media.kitsu.io/anime/poster_images/5298/original.jpg?1408454922,,Production I.G,"Action, Fantasy, Abstract, Feudal Japan, Original Work",Shoka,書家,24,2010,
2321,R,Mild Nudity,61.51,The story centers on a manager named Odakara Kazuhiko who has spent all 33 years of his life without a girlfriend. An encounter with a new employee named Harada makes Odakara realize that he is gay.,1,30,OVA,https://media.kitsu.io/anime/poster_images/5299/original.jpg?1408454925,,Panda Factory,"BL, Comedy, Romance, Slice of Life, Yaoi, Adult Couples, Boss-Employee Relationship, LGBT Themes, Mature Romance, Parody, Romantic Comedy, Work Life, Based on a Manga, Flash Animation, Sexual Content",Kachou no Koi,課長の恋,30,2010,
2322,PG,Teens 13 or older,68.59,"Ketsuinu is a dog with a butt-like face. The unidentified creature comes out of nowhere and quickly multiplies. In the end, the owners' faces turn into butts...",13,2,TV,https://media.kitsu.io/anime/poster_images/5303/original.jpg?1408454935,Spring,Toei Animation,"Comedy, Seinen, Animal Protagonists, Dogs, Non-Human Protagonists, Short Episodes, Based on a Manga",Ketsuinu,ケツ犬,26,2010,
2357,PG,Teens 13 or older,75.19,"From the depth of the seas rises an evil monster, bent on taking over the human world: Ika Musume. She's ruthless. She's menacing. She's... an adorably non-threatening little girl who makes an awesome squid-ink spaghetti?
Ika Musume has come out of her home in the ocean on a quest to punish humanity for polluting her waters. With squid tentacles for hair and some pretty useful ink-spitting skills, Ika Musume is sure she'll have no trouble invading Earth. What she didn't account for were the Aizawa sisters, rough and tumble Eiko and deceptively mellow Chizuru, who immediately bully her into working as a waitress in their seafood restaurant by the shore.
Ika Musume decides to take this chance to learn more about the human world, having silly adventures, meeting lots of strange characters, and never once letting world domination out of her sights. Will Ika Musume be able to exact her revenge on the human race that had wronged her? Or will she learn to enjoy the company of these foolish air-breathers and let bygones be bygones?",12,24,TV,https://media.kitsu.io/anime/poster_images/5389/original.jpg?1597697642,Fall ,diomedea,"Comedy, Shounen, Slice of Life, Iyashikei, Non-Human Protagonists, Ocean, Based on a Manga",Squid Girl,侵略!イカ娘,288,2010,
